_step,iter,val/loss,train/loss,run_id,name
45,45000,3.0268027782440186,3.0154199600219727,hcxd8vza,train_gpt2_small_50b
46,46000,3.0242128372192383,3.009834051132202,hcxd8vza,train_gpt2_small_50b
47,47000,3.0296316146850586,3.035331964492798,hcxd8vza,train_gpt2_small_50b
48,48000,3.021223783493042,3.005051851272583,hcxd8vza,train_gpt2_small_50b
49,49000,3.003859043121338,3.0186798572540283,hcxd8vza,train_gpt2_small_50b
50,50000,3.0171103477478027,3.016603708267212,hcxd8vza,train_gpt2_small_50b
51,51000,3.0064635276794434,2.9993948936462402,hcxd8vza,train_gpt2_small_50b
52,52000,3.0060315132141113,2.987632989883423,hcxd8vza,train_gpt2_small_50b
53,53000,3.0199577808380127,2.996502637863159,hcxd8vza,train_gpt2_small_50b
54,54000,3.0012543201446533,2.9918015003204346,hcxd8vza,train_gpt2_small_50b
55,55000,3.0030767917633057,3.0020556449890137,hcxd8vza,train_gpt2_small_50b
56,56000,3.012463092803955,2.9836819171905518,hcxd8vza,train_gpt2_small_50b
57,57000,2.9994499683380127,2.9902536869049072,hcxd8vza,train_gpt2_small_50b
58,58000,3.0032777786254883,2.9907541275024414,hcxd8vza,train_gpt2_small_50b
59,59000,2.996211528778076,2.9796688556671143,hcxd8vza,train_gpt2_small_50b
60,60000,3.0096936225891113,2.995530128479004,hcxd8vza,train_gpt2_small_50b
61,61000,3.0039539337158203,2.984903335571289,hcxd8vza,train_gpt2_small_50b
62,62000,2.9686222076416016,2.9769885540008545,hcxd8vza,train_gpt2_small_50b
63,63000,2.9885425567626953,2.964179039001465,hcxd8vza,train_gpt2_small_50b
64,64000,2.985172748565674,2.97930908203125,hcxd8vza,train_gpt2_small_50b
65,65000,2.984541654586792,2.9704577922821045,hcxd8vza,train_gpt2_small_50b
66,66000,2.977984666824341,2.9738423824310303,hcxd8vza,train_gpt2_small_50b
67,67000,2.9802308082580566,2.961081027984619,hcxd8vza,train_gpt2_small_50b
68,68000,2.9766440391540527,2.955061435699463,hcxd8vza,train_gpt2_small_50b
69,69000,2.982393503189087,2.9730639457702637,hcxd8vza,train_gpt2_small_50b
70,70000,2.989290714263916,2.960772752761841,hcxd8vza,train_gpt2_small_50b
71,71000,2.9763121604919434,2.9588446617126465,hcxd8vza,train_gpt2_small_50b
72,72000,2.9711456298828125,2.9608113765716553,hcxd8vza,train_gpt2_small_50b
73,73000,2.982314348220825,2.969705104827881,hcxd8vza,train_gpt2_small_50b
74,74000,2.9737846851348877,2.9568798542022705,hcxd8vza,train_gpt2_small_50b
75,75000,2.9825985431671143,2.9480295181274414,hcxd8vza,train_gpt2_small_50b
76,76000,2.9730303287506104,2.9520795345306396,hcxd8vza,train_gpt2_small_50b
77,77000,2.963975429534912,2.948326349258423,hcxd8vza,train_gpt2_small_50b
78,78000,2.9583301544189453,2.957179307937622,hcxd8vza,train_gpt2_small_50b
79,79000,2.9582908153533936,2.9484360218048096,hcxd8vza,train_gpt2_small_50b
80,80000,2.9488418102264404,2.9474267959594727,hcxd8vza,train_gpt2_small_50b
81,81000,2.9680633544921875,2.940478563308716,hcxd8vza,train_gpt2_small_50b
82,82000,2.959702253341675,2.9445650577545166,hcxd8vza,train_gpt2_small_50b
83,83000,2.964125871658325,2.9427170753479004,hcxd8vza,train_gpt2_small_50b
84,84000,2.9495575428009033,2.9347312450408936,hcxd8vza,train_gpt2_small_50b
85,85000,2.9710700511932373,2.9256112575531006,hcxd8vza,train_gpt2_small_50b
86,86000,2.9455060958862305,2.9377410411834717,hcxd8vza,train_gpt2_small_50b
87,87000,2.952970266342163,2.9431557655334473,hcxd8vza,train_gpt2_small_50b
88,88000,2.9635043144226074,2.9162487983703613,hcxd8vza,train_gpt2_small_50b
89,89000,2.952491044998169,2.93782901763916,hcxd8vza,train_gpt2_small_50b
90,90000,2.952662944793701,2.9385271072387695,hcxd8vza,train_gpt2_small_50b
91,91000,2.9507994651794434,2.9116039276123047,hcxd8vza,train_gpt2_small_50b
92,92000,2.9383294582366943,2.9444823265075684,hcxd8vza,train_gpt2_small_50b
93,93000,2.947349786758423,2.932387113571167,hcxd8vza,train_gpt2_small_50b
94,94000,2.936432123184204,2.9422366619110107,hcxd8vza,train_gpt2_small_50b
95,95000,2.950453996658325,2.9249367713928223,hcxd8vza,train_gpt2_small_50b
96,96000,2.9525671005249023,2.9329285621643066,hcxd8vza,train_gpt2_small_50b
97,97000,2.94805908203125,2.9303390979766846,hcxd8vza,train_gpt2_small_50b
98,98000,2.9491159915924072,2.919008255004883,hcxd8vza,train_gpt2_small_50b
99,99000,2.9545907974243164,2.9315366744995117,hcxd8vza,train_gpt2_small_50b
100,100000,2.9497575759887695,2.932389736175537,hcxd8vza,train_gpt2_small_50b
0,0,10.985149383544922,10.973409652709961,2auvt9mv,train_gpt2_small_sophiag_50b
1000,1000,4.698261260986328,4.594949245452881,2auvt9mv,train_gpt2_small_sophiag_50b
2000,2000,4.157957553863525,4.123021125793457,2auvt9mv,train_gpt2_small_sophiag_50b
3000,3000,3.9346671104431152,4.016582012176514,2auvt9mv,train_gpt2_small_sophiag_50b
4000,4000,3.81367564201355,3.804532051086426,2auvt9mv,train_gpt2_small_sophiag_50b
5000,5000,3.788616895675659,3.6815764904022217,2auvt9mv,train_gpt2_small_sophiag_50b
6000,6000,3.7751104831695557,3.819629669189453,2auvt9mv,train_gpt2_small_sophiag_50b
7000,7000,3.7527520656585693,3.6267354488372803,2auvt9mv,train_gpt2_small_sophiag_50b
8000,8000,3.9168758392333984,3.864736557006836,2auvt9mv,train_gpt2_small_sophiag_50b
9000,9000,3.8887064456939697,3.938577651977539,2auvt9mv,train_gpt2_small_sophiag_50b
10000,10000,3.927438974380493,3.9685263633728027,2auvt9mv,train_gpt2_small_sophiag_50b
11000,11000,4.17994499206543,4.1592841148376465,2auvt9mv,train_gpt2_small_sophiag_50b
12000,12000,4.173758029937744,4.027946472167969,2auvt9mv,train_gpt2_small_sophiag_50b
13000,13000,5.903805732727051,5.940358638763428,2auvt9mv,train_gpt2_small_sophiag_50b
14000,14000,7.5117292404174805,7.511902809143066,2auvt9mv,train_gpt2_small_sophiag_50b
15000,15000,7.697229385375977,7.802659511566162,2auvt9mv,train_gpt2_small_sophiag_50b
16000,16000,7.693972110748291,7.67157506942749,2auvt9mv,train_gpt2_small_sophiag_50b
17000,17000,7.667241096496582,7.635343074798584,2auvt9mv,train_gpt2_small_sophiag_50b
18000,18000,7.615102767944336,7.52815580368042,2auvt9mv,train_gpt2_small_sophiag_50b
19000,19000,7.576629638671875,7.577354431152344,2auvt9mv,train_gpt2_small_sophiag_50b
20000,20000,7.588141441345215,7.532544136047363,2auvt9mv,train_gpt2_small_sophiag_50b
21000,21000,7.574942111968994,7.566873073577881,2auvt9mv,train_gpt2_small_sophiag_50b
22000,22000,7.577013969421387,7.723985195159912,2auvt9mv,train_gpt2_small_sophiag_50b
23000,23000,7.561090469360352,7.655437469482422,2auvt9mv,train_gpt2_small_sophiag_50b
24000,24000,7.587953090667725,7.3825201988220215,2auvt9mv,train_gpt2_small_sophiag_50b
25000,25000,7.594809055328369,7.673791408538818,2auvt9mv,train_gpt2_small_sophiag_50b
26000,26000,7.439915180206299,7.4539947509765625,2auvt9mv,train_gpt2_small_sophiag_50b
27000,27000,7.477246284484863,7.536218643188477,2auvt9mv,train_gpt2_small_sophiag_50b
28000,28000,7.48187255859375,7.4136505126953125,2auvt9mv,train_gpt2_small_sophiag_50b
29000,29000,7.461175918579102,7.731819152832031,2auvt9mv,train_gpt2_small_sophiag_50b
30000,30000,7.450947284698486,7.404101371765137,2auvt9mv,train_gpt2_small_sophiag_50b
31000,31000,7.5006208419799805,7.457517623901367,2auvt9mv,train_gpt2_small_sophiag_50b
32000,32000,7.488048076629639,7.304949760437012,2auvt9mv,train_gpt2_small_sophiag_50b
33000,33000,7.4711103439331055,7.340125560760498,2auvt9mv,train_gpt2_small_sophiag_50b
34000,34000,7.5020904541015625,7.506623268127441,2auvt9mv,train_gpt2_small_sophiag_50b
35000,35000,7.513320446014404,7.764960289001465,2auvt9mv,train_gpt2_small_sophiag_50b
36000,36000,7.510373115539551,7.592404842376709,2auvt9mv,train_gpt2_small_sophiag_50b
37000,37000,7.548797130584717,7.6964921951293945,2auvt9mv,train_gpt2_small_sophiag_50b
38000,38000,7.560433387756348,7.378074645996094,2auvt9mv,train_gpt2_small_sophiag_50b
39000,39000,7.5411152839660645,7.485330104827881,2auvt9mv,train_gpt2_small_sophiag_50b
0,0,10.985149383544922,10.985207557678223,gb59z8ue,train_gpt2_small_sophiag_50b
101,1000,4.792730331420898,4.779629230499268,gb59z8ue,train_gpt2_small_sophiag_50b
202,2000,4.127183437347412,4.115013599395752,gb59z8ue,train_gpt2_small_sophiag_50b
303,3000,3.896235704421997,3.8819360733032227,gb59z8ue,train_gpt2_small_sophiag_50b
404,4000,3.7700881958007812,3.7588443756103516,gb59z8ue,train_gpt2_small_sophiag_50b
505,5000,3.70259428024292,3.692189931869507,gb59z8ue,train_gpt2_small_sophiag_50b
606,6000,3.6641323566436768,3.6537585258483887,gb59z8ue,train_gpt2_small_sophiag_50b
707,7000,3.6228418350219727,3.59951114654541,gb59z8ue,train_gpt2_small_sophiag_50b
808,8000,3.5765304565429688,3.5544538497924805,gb59z8ue,train_gpt2_small_sophiag_50b
909,9000,3.5369186401367188,3.533249616622925,gb59z8ue,train_gpt2_small_sophiag_50b
1010,10000,3.5222747325897217,3.5197205543518066,gb59z8ue,train_gpt2_small_sophiag_50b
1111,11000,3.5065038204193115,3.4971234798431396,gb59z8ue,train_gpt2_small_sophiag_50b
1212,12000,3.5011544227600098,3.4807920455932617,gb59z8ue,train_gpt2_small_sophiag_50b
1313,13000,3.4838438034057617,3.4742701053619385,gb59z8ue,train_gpt2_small_sophiag_50b
1414,14000,3.4606494903564453,3.454608201980591,gb59z8ue,train_gpt2_small_sophiag_50b
1515,15000,3.4419281482696533,3.4344873428344727,gb59z8ue,train_gpt2_small_sophiag_50b
1616,16000,3.4358227252960205,3.4285924434661865,gb59z8ue,train_gpt2_small_sophiag_50b
1717,17000,3.4302213191986084,3.4083194732666016,gb59z8ue,train_gpt2_small_sophiag_50b
1818,18000,3.4021058082580566,3.4084625244140625,gb59z8ue,train_gpt2_small_sophiag_50b
1919,19000,3.3963441848754883,3.395463228225708,gb59z8ue,train_gpt2_small_sophiag_50b
2020,20000,3.392646551132202,3.389852285385132,gb59z8ue,train_gpt2_small_sophiag_50b
2121,21000,3.385040283203125,3.385629653930664,gb59z8ue,train_gpt2_small_sophiag_50b
2222,22000,3.405165195465088,3.3814117908477783,gb59z8ue,train_gpt2_small_sophiag_50b
2323,23000,3.411947727203369,3.4135525226593018,gb59z8ue,train_gpt2_small_sophiag_50b
2424,24000,3.4105453491210938,3.3992607593536377,gb59z8ue,train_gpt2_small_sophiag_50b
2525,25000,3.3738231658935547,3.3746795654296875,gb59z8ue,train_gpt2_small_sophiag_50b
2626,26000,3.3673410415649414,3.361192226409912,gb59z8ue,train_gpt2_small_sophiag_50b
2727,27000,3.3989551067352295,3.405057668685913,gb59z8ue,train_gpt2_small_sophiag_50b
2828,28000,3.408536911010742,3.4263014793395996,gb59z8ue,train_gpt2_small_sophiag_50b
2929,29000,3.4085986614227295,3.397942304611206,gb59z8ue,train_gpt2_small_sophiag_50b
3030,30000,3.394282579421997,3.386016845703125,gb59z8ue,train_gpt2_small_sophiag_50b
3131,31000,3.687587261199951,3.6665070056915283,gb59z8ue,train_gpt2_small_sophiag_50b
3232,32000,4.1606550216674805,4.172736644744873,gb59z8ue,train_gpt2_small_sophiag_50b
3333,33000,7.084810733795166,7.0749406814575195,gb59z8ue,train_gpt2_small_sophiag_50b
3434,34000,5.843524932861328,5.854813098907471,gb59z8ue,train_gpt2_small_sophiag_50b
3535,35000,5.2033820152282715,5.195959568023682,gb59z8ue,train_gpt2_small_sophiag_50b
3636,36000,5.0573410987854,5.055542469024658,gb59z8ue,train_gpt2_small_sophiag_50b
3737,37000,7.5913543701171875,7.577458381652832,gb59z8ue,train_gpt2_small_sophiag_50b
3838,38000,7.854684352874756,7.8550310134887695,gb59z8ue,train_gpt2_small_sophiag_50b
3939,39000,7.916381359100342,7.917293071746826,gb59z8ue,train_gpt2_small_sophiag_50b
4040,40000,7.682522773742676,7.668249130249023,gb59z8ue,train_gpt2_small_sophiag_50b
4141,41000,7.642802715301514,7.64862060546875,gb59z8ue,train_gpt2_small_sophiag_50b
4242,42000,7.659430980682373,7.6416521072387695,gb59z8ue,train_gpt2_small_sophiag_50b
4343,43000,7.706359386444092,7.687121391296387,gb59z8ue,train_gpt2_small_sophiag_50b
4444,44000,7.606042861938477,7.625866889953613,gb59z8ue,train_gpt2_small_sophiag_50b
4545,45000,7.567646503448486,7.5819597244262695,gb59z8ue,train_gpt2_small_sophiag_50b
4646,46000,7.577279567718506,7.552445888519287,gb59z8ue,train_gpt2_small_sophiag_50b
4747,47000,7.5987868309021,7.597569465637207,gb59z8ue,train_gpt2_small_sophiag_50b
4848,48000,7.588308811187744,7.595947742462158,gb59z8ue,train_gpt2_small_sophiag_50b
4949,49000,7.603643417358398,7.591215133666992,gb59z8ue,train_gpt2_small_sophiag_50b
5050,50000,7.589227199554443,7.57533073425293,gb59z8ue,train_gpt2_small_sophiag_50b
5151,51000,7.5844316482543945,7.569252967834473,gb59z8ue,train_gpt2_small_sophiag_50b
5252,52000,7.57359504699707,7.565353870391846,gb59z8ue,train_gpt2_small_sophiag_50b
5353,53000,7.583970546722412,7.587841987609863,gb59z8ue,train_gpt2_small_sophiag_50b
5454,54000,7.580391883850098,7.572408676147461,gb59z8ue,train_gpt2_small_sophiag_50b
5555,55000,7.579211235046387,7.5667901039123535,gb59z8ue,train_gpt2_small_sophiag_50b
5656,56000,7.534454822540283,7.533933639526367,gb59z8ue,train_gpt2_small_sophiag_50b
5757,57000,7.56479549407959,7.540514945983887,gb59z8ue,train_gpt2_small_sophiag_50b
5858,58000,7.550907135009766,7.554050922393799,gb59z8ue,train_gpt2_small_sophiag_50b
5959,59000,7.582571506500244,7.55580997467041,gb59z8ue,train_gpt2_small_sophiag_50b
6060,60000,7.589766979217529,7.573465347290039,gb59z8ue,train_gpt2_small_sophiag_50b
6161,61000,7.591350555419922,7.587825298309326,gb59z8ue,train_gpt2_small_sophiag_50b
6262,62000,7.590911865234375,7.578162670135498,gb59z8ue,train_gpt2_small_sophiag_50b
6363,63000,7.574288368225098,7.581828594207764,gb59z8ue,train_gpt2_small_sophiag_50b
6464,64000,7.586896896362305,7.572903633117676,gb59z8ue,train_gpt2_small_sophiag_50b
6565,65000,7.596994400024414,7.581512451171875,gb59z8ue,train_gpt2_small_sophiag_50b
6666,66000,7.572170257568359,7.589564800262451,gb59z8ue,train_gpt2_small_sophiag_50b
6767,67000,7.573476791381836,7.570950508117676,gb59z8ue,train_gpt2_small_sophiag_50b
6868,68000,7.591449737548828,7.555909633636475,gb59z8ue,train_gpt2_small_sophiag_50b
6969,69000,7.588690280914307,7.573513031005859,gb59z8ue,train_gpt2_small_sophiag_50b
7070,70000,7.589910507202148,7.562275409698486,gb59z8ue,train_gpt2_small_sophiag_50b
7171,71000,7.580433368682861,7.561222553253174,gb59z8ue,train_gpt2_small_sophiag_50b
7272,72000,7.561044692993164,7.558022499084473,gb59z8ue,train_gpt2_small_sophiag_50b
0,0,10.97764778137207,10.97776985168457,x1bq4jwz,train_xmixers_llama_small_50b
1,1000,5.8497700691223145,5.852968215942383,x1bq4jwz,train_xmixers_llama_small_50b
2,2000,5.6476874351501465,5.660273551940918,x1bq4jwz,train_xmixers_llama_small_50b
3,3000,5.596023082733154,5.59531307220459,x1bq4jwz,train_xmixers_llama_small_50b
4,4000,5.560220718383789,5.565854549407959,x1bq4jwz,train_xmixers_llama_small_50b
5,5000,5.534414768218994,5.5304741859436035,x1bq4jwz,train_xmixers_llama_small_50b
6,6000,5.539663314819336,5.520698070526123,x1bq4jwz,train_xmixers_llama_small_50b
7,7000,5.522220611572266,5.527040958404541,x1bq4jwz,train_xmixers_llama_small_50b
8,8000,5.523738384246826,5.516683578491211,x1bq4jwz,train_xmixers_llama_small_50b
9,9000,5.5118842124938965,5.502995491027832,x1bq4jwz,train_xmixers_llama_small_50b
10,10000,5.518701076507568,5.498592376708984,x1bq4jwz,train_xmixers_llama_small_50b
11,11000,5.5085368156433105,5.495358943939209,x1bq4jwz,train_xmixers_llama_small_50b
12,12000,5.503448963165283,5.513859272003174,x1bq4jwz,train_xmixers_llama_small_50b
13,13000,5.513587474822998,5.496867656707764,x1bq4jwz,train_xmixers_llama_small_50b
14,14000,5.486547946929932,5.498411655426025,x1bq4jwz,train_xmixers_llama_small_50b
15,15000,5.500246524810791,5.506125450134277,x1bq4jwz,train_xmixers_llama_small_50b
16,16000,5.4912495613098145,5.5063886642456055,x1bq4jwz,train_xmixers_llama_small_50b
17,17000,5.4896626472473145,5.4835944175720215,x1bq4jwz,train_xmixers_llama_small_50b
18,18000,5.488927841186523,5.482953071594238,x1bq4jwz,train_xmixers_llama_small_50b
19,19000,5.503847122192383,5.492776870727539,x1bq4jwz,train_xmixers_llama_small_50b
20,20000,5.496656894683838,5.492217540740967,x1bq4jwz,train_xmixers_llama_small_50b
21,21000,5.485324859619141,5.4825897216796875,x1bq4jwz,train_xmixers_llama_small_50b
22,22000,5.496054649353027,5.490612030029297,x1bq4jwz,train_xmixers_llama_small_50b
23,23000,5.488396167755127,5.493088245391846,x1bq4jwz,train_xmixers_llama_small_50b
24,24000,5.4882917404174805,5.4708147048950195,x1bq4jwz,train_xmixers_llama_small_50b
25,25000,5.490074634552002,5.493713855743408,x1bq4jwz,train_xmixers_llama_small_50b
26,26000,5.481689453125,5.490528583526611,x1bq4jwz,train_xmixers_llama_small_50b
27,27000,5.4783034324646,5.485171318054199,x1bq4jwz,train_xmixers_llama_small_50b
28,28000,5.4878106117248535,5.487600326538086,x1bq4jwz,train_xmixers_llama_small_50b
29,29000,5.5042033195495605,5.476865291595459,x1bq4jwz,train_xmixers_llama_small_50b
30,30000,5.477813720703125,5.477476596832275,x1bq4jwz,train_xmixers_llama_small_50b
31,31000,5.479635715484619,5.467830657958984,x1bq4jwz,train_xmixers_llama_small_50b
32,32000,5.480592250823975,5.480833053588867,x1bq4jwz,train_xmixers_llama_small_50b
33,33000,5.4814534187316895,5.478079319000244,x1bq4jwz,train_xmixers_llama_small_50b
34,34000,5.477120876312256,5.4668145179748535,x1bq4jwz,train_xmixers_llama_small_50b
35,35000,5.491004467010498,5.495422840118408,x1bq4jwz,train_xmixers_llama_small_50b
36,36000,5.481949329376221,5.4850754737854,x1bq4jwz,train_xmixers_llama_small_50b
37,37000,5.484130382537842,5.4892449378967285,x1bq4jwz,train_xmixers_llama_small_50b
38,38000,5.482901573181152,5.478557109832764,x1bq4jwz,train_xmixers_llama_small_50b
39,39000,5.4715256690979,5.492004871368408,x1bq4jwz,train_xmixers_llama_small_50b
40,40000,5.488919258117676,5.494775772094727,x1bq4jwz,train_xmixers_llama_small_50b
41,41000,5.470132350921631,5.465967178344727,x1bq4jwz,train_xmixers_llama_small_50b
42,42000,5.472926616668701,5.481358051300049,x1bq4jwz,train_xmixers_llama_small_50b
43,43000,5.485189437866211,5.483631134033203,x1bq4jwz,train_xmixers_llama_small_50b
44,44000,5.463683605194092,5.4746599197387695,x1bq4jwz,train_xmixers_llama_small_50b
45,45000,5.479974746704102,5.468673229217529,x1bq4jwz,train_xmixers_llama_small_50b
0,0,10.98073959350586,10.980729103088379,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
1,1000,5.960151195526123,5.962435245513916,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
2,2000,5.111846446990967,5.11396598815918,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
3,3000,4.572322845458984,4.5709733963012695,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
4,4000,4.2704973220825195,4.280423641204834,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
5,5000,4.094578742980957,4.087928771972656,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
6,6000,3.986234426498413,3.965486526489258,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
7,7000,3.901315927505493,3.9030468463897705,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
8,8000,3.8495514392852783,3.8336029052734375,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
9,9000,3.803178071975708,3.7929024696350098,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
10,10000,3.762763261795044,3.7456676959991455,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
11,11000,3.7431347370147705,3.7215261459350586,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
12,12000,3.693812370300293,3.704458236694336,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
13,13000,3.6867849826812744,3.657053232192993,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
14,14000,3.6430938243865967,3.6506519317626953,cuo09xuu,train_xmixers_llama_small_50b_attn_no_resi
